127.0.0.1 - - [08/Aug/2024:14:13:05 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [08/Aug/2024:16:26:20 +0900] "GET /HTML5/html5/exam03.html?num01=20&num02=50 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:16:26:31 +0900] "GET /HTML5/html5/exam03.html?num01=30&num02=73 HTTP/1.1" 200 616
0:0:0:0:0:0:0:1 - - [08/Aug/2024:16:26:31 +0900] "GET /HTML5/html5/exam03.html?num01=20&num02=50 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:16:32:11 +0900] "GET /HTML5/html5/exam04.html HTTP/1.1" 200 402
0:0:0:0:0:0:0:1 - - [08/Aug/2024:16:32:17 +0900] "GET /HTML5/html5/exam04.html?birthday=2024-08-12&birthtime=19%3A35 HTTP/1.1" 200 402
0:0:0:0:0:0:0:1 - - [08/Aug/2024:16:42:06 +0900] "GET /HTML5/html5/exam05.html HTTP/1.1" 200 1607
0:0:0:0:0:0:0:1 - - [08/Aug/2024:16:43:18 +0900] "GET /HTML5/html5/exam05.html HTTP/1.1" 200 1636
0:0:0:0:0:0:0:1 - - [08/Aug/2024:16:43:29 +0900] "GET /HTML5/html5/exam05.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:16:43:29 +0900] "GET /HTML5/html5/exam05.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:16:43:29 +0900] "GET /HTML5/html5/exam05.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:16:43:29 +0900] "GET /HTML5/html5/exam05.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:16:43:30 +0900] "GET /HTML5/html5/exam05.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:16:43:30 +0900] "GET /HTML5/html5/exam05.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:16:43:30 +0900] "GET /HTML5/html5/exam05.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:16:43:30 +0900] "GET /HTML5/html5/exam05.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:16:43:30 +0900] "GET /HTML5/html5/exam05.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:16:46:30 +0900] "GET /HTML5/html5/exam06.html HTTP/1.1" 200 501
0:0:0:0:0:0:0:1 - - [08/Aug/2024:16:46:40 +0900] "GET /HTML5/html5/exam06.html?name=%EA%B9%80%ED%83%9C%ED%9B%88&age=26 HTTP/1.1" 200 501
0:0:0:0:0:0:0:1 - - [08/Aug/2024:16:46:47 +0900] "GET /HTML5/html5/exam05.html HTTP/1.1" 200 1628
0:0:0:0:0:0:0:1 - - [08/Aug/2024:16:46:47 +0900] "GET /HTML5/html5/exam05.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:16:46:47 +0900] "GET /HTML5/html5/exam05.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:16:46:48 +0900] "GET /HTML5/html5/exam05.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:16:46:48 +0900] "GET /HTML5/html5/exam05.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:16:46:51 +0900] "GET /HTML5/html5/exam05.html?email=murphy9811%40naver.com HTTP/1.1" 200 1628
0:0:0:0:0:0:0:1 - - [08/Aug/2024:16:47:20 +0900] "GET /HTML5/html5/exam06.html?name=%EA%B9%80%ED%83%9C%ED%9B%88&age=26 HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [08/Aug/2024:16:47:21 +0900] "GET /HTML5/html5/exam06.html?name=%EA%B9%80%ED%83%9C%ED%9B%88&age=26 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:16:47:21 +0900] "GET /HTML5/html5/exam06.html?name=%EA%B9%80%ED%83%9C%ED%9B%88&age=26 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:16:52:41 +0900] "GET /HTML5/html5/exam07.html HTTP/1.1" 200 1372
0:0:0:0:0:0:0:1 - - [08/Aug/2024:16:52:41 +0900] "GET /HTML5/html5/video/BigBuck.mp4 HTTP/1.1" 404 848
0:0:0:0:0:0:0:1 - - [08/Aug/2024:16:53:02 +0900] "GET /HTML5/html5/exam07.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:16:53:02 +0900] "GET /HTML5/html5/video/BigBuck.mp4 HTTP/1.1" 404 848
0:0:0:0:0:0:0:1 - - [08/Aug/2024:16:53:03 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [08/Aug/2024:16:53:15 +0900] "GET /HTML5/html5/exam07.html HTTP/1.1" 200 1372
0:0:0:0:0:0:0:1 - - [08/Aug/2024:16:53:15 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [08/Aug/2024:16:53:33 +0900] "GET /HTML5/html5/exam07.html HTTP/1.1" 200 1372
0:0:0:0:0:0:0:1 - - [08/Aug/2024:16:53:33 +0900] "GET /HTML5/html5/video/BigBuck.mp4 HTTP/1.1" 404 848
0:0:0:0:0:0:0:1 - - [08/Aug/2024:16:53:33 +0900] "GET /HTML5/html5/exam07.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:16:53:33 +0900] "GET /HTML5/html5/video/BigBuck.mp4 HTTP/1.1" 404 848
0:0:0:0:0:0:0:1 - - [08/Aug/2024:16:53:33 +0900] "GET /HTML5/html5/exam07.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:16:53:33 +0900] "GET /HTML5/html5/video/BigBuck.mp4 HTTP/1.1" 404 848
0:0:0:0:0:0:0:1 - - [08/Aug/2024:16:53:33 +0900] "GET /HTML5/html5/exam07.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:16:53:33 +0900] "GET /HTML5/html5/video/BigBuck.mp4 HTTP/1.1" 404 848
0:0:0:0:0:0:0:1 - - [08/Aug/2024:16:53:37 +0900] "GET /HTML5/html5/exam07.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:16:53:37 +0900] "GET /HTML5/html5/video/BigBuck.mp4 HTTP/1.1" 404 848
0:0:0:0:0:0:0:1 - - [08/Aug/2024:16:53:38 +0900] "GET /HTML5/html5/exam07.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:16:53:38 +0900] "GET /HTML5/html5/video/BigBuck.mp4 HTTP/1.1" 404 848
0:0:0:0:0:0:0:1 - - [08/Aug/2024:16:53:38 +0900] "GET /HTML5/html5/exam07.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:16:53:38 +0900] "GET /HTML5/html5/video/BigBuck.mp4 HTTP/1.1" 404 848
0:0:0:0:0:0:0:1 - - [08/Aug/2024:16:53:38 +0900] "GET /HTML5/html5/exam07.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:16:53:38 +0900] "GET /HTML5/html5/video/BigBuck.mp4 HTTP/1.1" 404 848
0:0:0:0:0:0:0:1 - - [08/Aug/2024:16:53:38 +0900] "GET /HTML5/html5/exam07.html HTTP/1.1" 200 1373
0:0:0:0:0:0:0:1 - - [08/Aug/2024:16:53:38 +0900] "GET /HTML5/video/BigBuck.mp4 HTTP/1.1" 206 2878260
0:0:0:0:0:0:0:1 - - [08/Aug/2024:16:53:38 +0900] "GET /HTML5/video/BigBuck.mp4 HTTP/1.1" 206 27444
0:0:0:0:0:0:0:1 - - [08/Aug/2024:16:53:38 +0900] "GET /HTML5/html5/exam07.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:16:53:38 +0900] "GET /HTML5/video/BigBuck.mp4 HTTP/1.1" 206 491520
0:0:0:0:0:0:0:1 - - [08/Aug/2024:16:53:38 +0900] "GET /HTML5/video/BigBuck.mp4 HTTP/1.1" 206 820
0:0:0:0:0:0:0:1 - - [08/Aug/2024:16:53:38 +0900] "GET /HTML5/html5/exam07.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:16:53:38 +0900] "GET /HTML5/html5/exam07.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:16:53:39 +0900] "GET /HTML5/html5/exam07.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:16:53:39 +0900] "GET /HTML5/html5/exam07.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:16:53:47 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [08/Aug/2024:16:58:40 +0900] "GET /HTML5/html5/exam08.html HTTP/1.1" 200 312
0:0:0:0:0:0:0:1 - - [08/Aug/2024:16:58:40 +0900] "GET /HTML5/audio/Maps.mp3 HTTP/1.1" 206 8056848
0:0:0:0:0:0:0:1 - - [08/Aug/2024:16:58:45 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [08/Aug/2024:16:58:45 +0900] "GET /HTML5/audio/Maps.mp3 HTTP/1.1" 206 4911120
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:26:18 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 200 515
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:26:18 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:27:00 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 200 513
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:27:01 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:28:41 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 200 607
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:29:26 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 200 621
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:29:27 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:29:27 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:29:27 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:29:27 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:29:27 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:29:28 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:33:28 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 200 691
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:36:03 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 200 987
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:36:31 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 200 991
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:36:31 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:36:31 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:36:51 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 200 959
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:37:03 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 200 951
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:40:51 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:40:56 +0900] "GET /HTML5/test/exam02.html HTTP/1.1" 404 837
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:41:00 +0900] "GET /HTML5/test/exam03.html HTTP/1.1" 200 263
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:41:56 +0900] "GET /HTML5/test/exam03.html HTTP/1.1" 200 281
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:42:27 +0900] "GET /HTML5/test/exam03.html HTTP/1.1" 200 406
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:43:59 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 200 964
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:44:17 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 200 963
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:49:06 +0900] "GET /HTML5/test/exam02.html HTTP/1.1" 200 645
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:49:30 +0900] "GET /HTML5/test/exam02.html HTTP/1.1" 200 654
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:49:36 +0900] "GET /HTML5/test/exam02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:49:39 +0900] "GET /HTML5/test/exam02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:49:39 +0900] "GET /HTML5/test/exam02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:49:39 +0900] "GET /HTML5/test/exam02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:49:39 +0900] "GET /HTML5/test/exam02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:49:52 +0900] "GET /HTML5/test/exam02.html HTTP/1.1" 200 654
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:50:02 +0900] "GET /HTML5/test/exam02.html HTTP/1.1" 200 654
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:50:02 +0900] "GET /HTML5/test/exam02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:50:02 +0900] "GET /HTML5/test/exam02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:50:02 +0900] "GET /HTML5/test/exam02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:50:03 +0900] "GET /HTML5/test/exam02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:50:30 +0900] "GET /HTML5/test/exam02.html HTTP/1.1" 200 664
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:50:30 +0900] "GET /HTML5/test/exam02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:50:31 +0900] "GET /HTML5/test/exam02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:50:31 +0900] "GET /HTML5/test/exam02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:50:38 +0900] "GET /HTML5/test/exam02.html HTTP/1.1" 200 645
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:50:38 +0900] "GET /HTML5/test/exam02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:50:38 +0900] "GET /HTML5/test/exam02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:50:38 +0900] "GET /HTML5/test/exam02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:51:19 +0900] "GET /HTML5/test/exam02.html HTTP/1.1" 200 725
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:51:19 +0900] "GET /HTML5/test/exam02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:52:01 +0900] "GET /HTML5/test/exam02.html HTTP/1.1" 200 669
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:52:01 +0900] "GET /HTML5/test/exam02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:52:01 +0900] "GET /HTML5/test/exam02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:52:22 +0900] "GET /HTML5/test/exam02.html HTTP/1.1" 200 696
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:52:22 +0900] "GET /HTML5/test/exam02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:52:22 +0900] "GET /HTML5/test/exam02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:52:46 +0900] "GET /HTML5/test/exam02.html HTTP/1.1" 200 696
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:52:46 +0900] "GET /HTML5/test/exam02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:52:46 +0900] "GET /HTML5/test/exam02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:52:55 +0900] "GET /HTML5/test/exam02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:52:55 +0900] "GET /HTML5/test/exam02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:52:55 +0900] "GET /HTML5/test/exam02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:52:55 +0900] "GET /HTML5/test/exam02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:53:14 +0900] "GET /HTML5/test/exam02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:53:14 +0900] "GET /HTML5/test/exam02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:53:14 +0900] "GET /HTML5/test/exam02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:53:14 +0900] "GET /HTML5/test/exam02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:53:14 +0900] "GET /HTML5/test/exam02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:53:14 +0900] "GET /HTML5/test/exam02.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:53:38 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:53:38 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:53:42 +0900] "GET /HTML5/test/exam02.html HTTP/1.1" 200 692
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:53:47 +0900] "GET /HTML5/test/exam03.html HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:56:26 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 200 992
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:57:44 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 200 993
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:58:27 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 200 995
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:58:39 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 200 992
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:59:03 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 200 932
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:59:18 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 200 932
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:59:28 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 200 935
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:59:29 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:59:29 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:59:29 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:59:29 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:59:34 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 200 932
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:59:34 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:59:35 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:59:35 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:17:59:35 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:00:17 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 200 932
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:02:42 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 200 931
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:02:42 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:02:42 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:02:42 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:02:43 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:02:43 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:02:43 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:02:43 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:02:43 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:02:43 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:02:43 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:02:52 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:02:52 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:02:53 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:02:53 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:02:53 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:02:53 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:02:53 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:02:53 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:02:54 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:02:54 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:02:54 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:02:59 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:03:44 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 200 948
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:03:44 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:03:44 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:05:38 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 200 940
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:05:38 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:05:38 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:05:39 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:05:39 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:05:39 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:05:39 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:06:04 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:08:04 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:08:04 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:08:06 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:08:07 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:08:08 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:08:08 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:08:08 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:08:08 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:08:08 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:08:08 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:08:09 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Aug/2024:18:08:09 +0900] "GET /HTML5/test/exam01.html HTTP/1.1" 304 -
